listing_status,list_price,beds,baths,sqft_living,lot_sqft,year_built,city,zip_code,latitude,longitude,hoa_fee,days_on_market,price_per_sqft,listing_type,parking_garage,stories,house_age,baths_per_bed,total_rooms,sqft_per_bed,log_list_price,log_sqft_living,property_type_LAND,property_type_MOBILE,property_type_MULTI_FAMILY,property_type_SINGLE_FAMILY,property_type_TOWNHOMES
FOR_SALE,995000,3.0,2.0,1624.0,9291.0,1957.0,Austin,78703,30.301556,-97.7573,0.0,101.0,613.0,for_sale,,1.0,69.0,0.6666666666666666,5.0,541.3333333333334,13.81049902116535,7.393263094763838,0,0,0,1,0
FOR_SALE,1269000,2.0,2.0,2215.0,553.0,2003.0,Austin,78703,30.269664,-97.751262,2154.0,193.0,573.0,for_sale,2.0,2.0,23.0,1.0,4.0,1107.5,14.053740534718278,7.703459047867175,0,0,0,0,0
FOR_SALE,625000,2.0,1.0,846.0,3049.0,2019.0,Austin,78703,30.303711,-97.75746,,54.0,739.0,for_sale,,1.0,7.0,0.5,3.0,423.0,13.345508528717259,6.741700694652055,0,0,0,1,0
FOR_SALE,724000,3.0,3.0,1725.0,4487.0,1968.0,Austin,78703,30.309794,-97.767301,485.0,171.0,420.0,for_sale,,3.0,58.0,1.0,6.0,575.0,13.49254805258237,7.453561871643373,0,0,0,0,0
FOR_SALE,167000,1.0,1.0,300.0,614.0,1972.0,Austin,78703,30.27528,-97.754384,225.0,38.0,557.0,for_sale,,1.0,54.0,1.0,2.0,300.0,12.025755079404917,5.707110264748875,0,0,0,0,0
FOR_SALE,689000,2.0,2.0,1462.0,1568.0,1983.0,Austin,78703,30.280846,-97.757241,707.0,283.0,471.0,for_sale,1.0,1.0,43.0,1.0,4.0,731.0,13.442998001373553,7.288244401020124,0,0,0,0,0
PENDING,945000,2.0,1.0,1316.0,5506.0,1948.0,Austin,78703,30.305175,-97.753406,0.0,65.0,718.0,for_sale,1.0,1.0,78.0,0.5,3.0,658.0,13.758941264676379,7.183111701743281,0,0,0,1,0
FOR_SALE,549900,1.0,1.0,1161.0,279.0,2003.0,Austin,78703,30.269664,-97.751262,1230.0,115.0,474.0,for_sale,1.0,1.0,23.0,1.0,2.0,1161.0,13.217493541006709,7.057897937411856,0,0,0,0,0
FOR_SALE,415000,2.0,1.0,951.0,2143.0,1981.0,Austin,78703,30.289586,-97.769562,332.0,80.0,436.0,for_sale,2.0,2.0,45.0,0.5,3.0,475.5,12.936036208848487,6.858565034791365,0,0,0,0,0
FOR_SALE,2895000,6.0,5.0,6885.0,18966.0,1942.0,Austin,78703,30.288816,-97.769854,0.0,177.0,420.0,for_sale,2.0,3.0,84.0,0.8333333333333334,11.0,1147.5,14.878496014412317,8.83724564389847,0,0,0,1,0
FOR_SALE,3100000,3.0,3.0,3003.0,8503.0,2024.0,Austin,78703,30.2761,-97.758225,,2.0,1032.0,for_sale,2.0,3.0,2.0,1.0,6.0,1001.0,14.946912992035967,8.007700012884026,0,0,0,1,0
FOR_SALE,1100000,4.0,3.0,2606.0,9474.0,1952.0,Austin,78703,30.303318,-97.757633,0.0,269.0,422.0,for_sale,,2.0,74.0,0.75,7.0,651.5,13.910821646859095,7.865955413933502,0,0,0,1,0
FOR_SALE,425000,1.0,1.0,933.0,2121.0,1979.0,Austin,78703,30.275801,-97.76265,538.0,87.0,456.0,for_sale,,1.0,47.0,1.0,2.0,933.0,12.959846800844963,6.839476438228843,0,0,0,0,0
FOR_SALE,1495000,3.0,3.0,2196.0,436.0,2018.0,Austin,78703,30.283467,-97.76069,269.0,150.0,681.0,for_sale,2.0,3.0,8.0,1.0,6.0,732.0,14.217637433703022,7.69484807238461,0,0,0,1,0
FOR_SALE,549000,2.0,2.0,1146.0,2605.0,1979.0,Austin,78703,30.275801,-97.76265,680.0,118.0,479.0,for_sale,,2.0,47.0,1.0,4.0,573.0,13.215855541983634,7.044905117129371,0,0,0,0,0
PENDING,2495000,4.0,3.0,3132.0,7170.0,2001.0,Austin,78703,30.309688,-97.764042,0.0,57.0,797.0,for_sale,2.0,2.0,25.0,0.75,7.0,783.0,14.72979968796928,8.049746290952191,0,0,0,1,0
PENDING,329000,1.0,1.0,773.0,1233.0,2012.0,Austin,78703,30.282627,-97.75828,331.0,185.0,426.0,for_sale,1.0,1.0,14.0,1.0,2.0,773.0,12.703816069256568,6.651571873589727,0,0,0,0,0
PENDING,1189000,3.0,1.0,1676.0,6403.0,1947.0,Austin,78703,30.293868,-97.775159,0.0,95.0,709.0,for_sale,,1.0,79.0,0.3333333333333333,4.0,558.6666666666666,13.988624016715459,7.424761761823209,0,0,0,1,0
FOR_SALE,399000,2.0,2.0,1048.0,1542.0,1982.0,Austin,78703,30.281228,-97.759374,120.0,0.0,381.0,for_sale,,2.0,44.0,1.0,4.0,524.0,12.896719202134523,6.955592608396297,0,0,0,0,0
FOR_SALE,730000,2.0,2.0,1061.0,105.0,2007.0,Austin,78703,30.268788,-97.753925,857.0,85.0,688.0,for_sale,2.0,1.0,19.0,1.0,4.0,530.5,13.500801182986649,6.967909201801884,0,0,0,0,0
FOR_SALE,430000,2.0,2.0,967.0,1494.0,1983.0,Austin,78703,30.28996,-97.770198,306.0,114.0,445.0,for_sale,2.0,1.0,43.0,1.0,4.0,483.5,12.971542813248437,6.875232087276577,0,0,0,0,0
FOR_SALE,1399000,6.0,4.0,3031.0,4792.0,1930.0,Austin,78703,30.276201,-97.760162,0.0,214.0,462.0,for_sale,,1.0,96.0,0.6666666666666666,10.0,505.1666666666667,14.151268968443645,8.016977746762262,0,0,1,0,0
FOR_SALE,1395000,6.0,4.0,3570.0,8930.0,2006.0,Austin,78703,30.303434,-97.757935,0.0,26.0,391.0,for_sale,2.0,2.0,20.0,0.6666666666666666,10.0,595.0,14.148405690083225,8.18060094759445,0,0,1,0,0
PENDING,1350000,3.0,2.0,1919.0,3006.0,2003.0,Austin,78703,30.27508,-97.760565,0.0,52.0,703.0,for_sale,1.0,3.0,23.0,0.6666666666666666,5.0,639.6666666666666,14.115615891155079,7.560080465021827,0,0,0,1,0
FOR_SALE,990000,1.0,1.0,962.0,1529.0,1981.0,Austin,78703,30.277327,-97.753763,740.0,89.0,1029.0,for_sale,,1.0,45.0,1.0,2.0,962.0,13.805461232211272,6.870053411798126,0,0,0,0,0
FOR_SALE,3200000,5.0,4.0,2486.0,22978.0,1948.0,Austin,78703,30.290596,-97.770062,0.0,81.0,1287.0,for_sale,,1.0,78.0,0.8,9.0,497.2,14.978661680269907,7.818832443803404,0,0,0,1,0
FOR_SALE,265000,0.0,1.0,373.0,653.0,1972.0,Austin,78703,30.284019,-97.762428,300.0,26.0,710.0,for_sale,,1.0,54.0,1.0,1.0,373.0,12.487488878546145,5.924255797414532,0,0,0,0,0
FOR_SALE,1395000,2.0,2.0,1579.0,,2021.0,Austin,78703,30.284811,-97.759191,405.0,213.0,883.0,for_sale,,3.0,5.0,1.0,4.0,789.5,14.148405690083225,7.365180126021013,0,0,0,0,0
FOR_SALE,1350000,3.0,3.0,1631.0,166.0,2007.0,Austin,78703,30.268788,-97.753925,1158.0,25.0,828.0,for_sale,4.0,1.0,19.0,1.0,6.0,543.6666666666666,14.115615891155079,7.397561535524052,0,0,0,0,0
FOR_SALE,2150000,3.0,2.0,2302.0,3546.0,2025.0,Austin,78703,30.276691,-97.758377,700.0,109.0,934.0,for_sale,2.0,2.0,1.0,0.6666666666666666,5.0,767.3333333333334,14.580978865220017,7.741967899820685,0,0,0,1,0
FOR_SALE,1725000,3.0,3.0,3057.0,2866.0,1985.0,Austin,78703,30.302904,-97.765439,150.0,198.0,564.0,for_sale,2.0,3.0,41.0,1.0,6.0,1019.0,14.360738188157574,8.025516386489008,0,0,0,1,0
FOR_SALE,1449000,3.0,3.0,1550.0,5580.0,1979.0,Austin,78703,30.281044,-97.764703,0.0,211.0,935.0,for_sale,2.0,1.0,47.0,1.0,6.0,516.6666666666666,14.186384911433706,7.346655163176539,0,0,0,1,0
FOR_SALE,399900,2.0,2.0,1028.0,1324.0,1983.0,Austin,78703,30.290065,-97.771932,357.0,110.0,389.0,for_sale,1.0,2.0,43.0,1.0,4.0,514.0,12.89897229545694,6.9363427358340495,0,0,0,0,0
SOLD,1600000,3.0,2.0,2240.0,9043.0,1951.0,Austin,78703,30.302464,-97.780384,0.0,35.0,,sold,2.0,1.0,75.0,0.6666666666666666,5.0,746.6666666666666,14.285514812209815,7.714677473800927,0,0,0,1,0
SOLD,1850000,4.0,3.0,3547.0,10019.0,1956.0,Austin,78703,30.299081,-97.766358,0.0,129.0,,sold,,2.0,70.0,0.75,7.0,886.75,14.430696737594902,8.17413934342947,0,0,0,1,0
SOLD,1700000,4.0,3.0,2623.0,8211.0,2014.0,Austin,78703,30.304065,-97.752942,0.0,34.0,,sold,1.0,2.0,12.0,0.75,7.0,655.75,14.346139397261565,7.8724551500639794,0,0,0,1,0
SOLD,674000,3.0,2.0,2086.0,9126.0,2004.0,Austin,78703,30.2911,-97.761238,0.0,153.0,,sold,1.0,2.0,22.0,0.6666666666666666,5.0,695.3333333333334,13.420986873572868,7.643482907077201,0,0,0,0,0
SOLD,400000,2.0,2.0,1085.0,1786.0,1960.0,Austin,78703,30.278857,-97.75437,709.0,96.0,,sold,,1.0,66.0,1.0,4.0,542.5,12.899222326086994,6.990256500493881,0,0,0,0,0
SOLD,775000,1.0,2.0,1538.0,362.0,2003.0,Austin,78703,30.269664,-97.751262,1534.0,110.0,,sold,,1.0,23.0,2.0,3.0,1538.0,13.560619598657233,7.338888133838879,0,0,0,0,0
SOLD,585000,3.0,2.0,1716.0,4164.0,1976.0,Austin,78703,30.298599,-97.757644,,161.0,,sold,,2.0,50.0,0.6666666666666666,5.0,572.0,13.279368835614243,7.448333860897476,0,0,0,0,0
SOLD,899000,3.0,2.0,1800.0,,2007.0,Austin,78703,30.289379,-97.769966,367.0,178.0,,sold,2.0,2.0,19.0,0.6666666666666666,5.0,600.0,13.70903942580019,7.496097345175956,0,0,0,0,1
SOLD,3499000,5.0,6.0,4197.0,9509.0,2026.0,Austin,78703,30.291104,-97.763494,0.0,35.0,,sold,2.0,2.0,0.0,1.2,11.0,839.4,15.067988057145726,8.342363500380579,0,0,0,1,0
SOLD,8495000,6.0,7.0,10588.0,23305.0,1983.0,Austin,78703,30.305334,-97.773762,25.0,286.0,,sold,3.0,3.0,43.0,1.1666666666666667,13.0,1764.6666666666667,15.954988430804466,9.267571005430455,0,0,0,1,0
SOLD,689900,2.0,2.0,1845.0,3472.0,2006.0,Austin,78703,30.288352,-97.760978,,40.0,,sold,1.0,2.0,20.0,1.0,4.0,922.5,13.444303388018582,7.520776415062797,0,0,0,0,0
SOLD,1195000,3.0,2.0,2007.0,9370.0,1948.0,Austin,78703,30.298233,-97.75942,0.0,66.0,,sold,,1.0,78.0,0.6666666666666666,5.0,669.0,13.993657580167481,7.60489448081162,0,0,0,1,0
SOLD,950000,2.0,1.0,1144.0,6517.0,1923.0,Austin,78703,30.278114,-97.755805,0.0,,,sold,1.0,1.0,103.0,0.5,3.0,572.0,13.76421831620775,7.0431599159883405,0,0,0,1,0
SOLD,1695000,4.0,3.0,2176.0,7231.0,1939.0,Austin,78703,30.303014,-97.753103,0.0,28.0,,sold,,1.0,87.0,0.75,7.0,544.0,14.343193888767015,7.685703061234547,0,0,0,1,0
SOLD,1995000,4.0,5.0,3720.0,11905.0,1982.0,Austin,78703,30.30542,-97.76853,0.0,27.0,,sold,2.0,2.0,44.0,1.25,9.0,930.0,14.506155109559108,8.221747728346623,0,0,0,1,0
SOLD,2760000,4.0,4.0,4246.0,16453.0,1965.0,Austin,78703,30.309237,-97.768297,0.0,106.0,,sold,,2.0,61.0,1.0,8.0,1061.5,14.830741600012107,8.353968130313271,0,0,0,1,0
SOLD,409000,3.0,2.0,1000.0,1525.0,1963.0,Austin,78703,30.28828,-97.772217,500.0,182.0,,sold,,1.0,63.0,0.6666666666666666,5.0,333.3333333333333,12.921472880009725,6.90875477931522,0,0,0,0,0
SOLD,2800000,5.0,3.0,3511.0,17929.0,1939.0,Austin,78703,30.286289,-97.768046,0.0,47.0,,sold,2.0,2.0,87.0,0.6,8.0,702.2,14.845130332288226,8.163940954755008,0,0,0,1,0
SOLD,4100000,4.0,4.0,4108.0,12981.0,2019.0,Austin,78703,30.3063,-97.765055,0.0,25.0,,sold,2.0,1.0,7.0,1.0,8.0,1027.0,15.226497775576945,8.32093496888341,0,0,0,1,0
SOLD,1950000,5.0,3.0,3239.0,6560.0,1919.0,Austin,78703,30.277633,-97.756107,0.0,77.0,,sold,,1.0,107.0,0.6,8.0,647.8,14.48334044336031,8.083328608786376,0,0,0,1,0
SOLD,1990000,3.0,2.0,3387.0,6443.0,2001.0,Austin,78703,30.278703,-97.751527,0.0,201.0,,sold,2.0,3.0,25.0,0.6666666666666666,5.0,1129.0,14.503645699213111,8.127995055771946,0,0,0,0,0
SOLD,2350000,4.0,3.0,3165.0,9845.0,1945.0,Austin,78703,30.291252,-97.757609,0.0,58.0,,sold,1.0,2.0,81.0,0.75,7.0,791.25,14.669926311652166,8.060224240440958,0,0,0,1,0
SOLD,999995,4.0,5.0,2860.0,7492.0,1943.0,Austin,78703,30.284392,-97.763448,0.0,88.0,,sold,,1.0,83.0,1.25,9.0,715.0,13.815506557956274,7.95892649305011,0,0,1,0,0
SOLD,2595000,5.0,4.0,4064.0,11979.0,1972.0,Austin,78703,30.304307,-97.76723,0.0,51.0,,sold,2.0,2.0,54.0,0.8,9.0,812.8,14.769097459938507,8.310169021981912,0,0,0,1,0
SOLD,2499000,4.0,3.0,3733.0,7789.0,2000.0,Austin,78703,30.284586,-97.769216,0.0,96.0,,sold,2.0,2.0,26.0,0.75,7.0,933.25,14.731401609977073,8.225235324101668,0,0,0,1,0
SOLD,1395000,4.0,3.0,2493.0,8181.0,1939.0,Austin,78703,30.29762,-97.770954,0.0,28.0,,sold,2.0,2.0,87.0,0.75,7.0,623.25,14.148405690083225,7.821643126239982,0,0,0,1,0
SOLD,495000,2.0,1.0,1164.0,8181.0,1938.0,Austin,78703,30.283992,-97.763877,0.0,280.0,,sold,,1.0,88.0,0.5,3.0,582.0,13.112315061750808,7.060476365999801,0,0,0,1,0
SOLD,895000,4.0,2.0,2366.0,13870.0,1958.0,Austin,78703,30.291241,-97.759278,0.0,,,sold,2.0,1.0,68.0,0.5,6.0,591.5,13.704580114574805,7.769378609513984,0,0,1,0,0
SOLD,889000,3.0,3.0,1800.0,6761.0,1977.0,Austin,78703,30.310055,-97.763844,,60.0,,sold,2.0,1.0,49.0,1.0,6.0,600.0,13.697853639354802,7.496097345175956,0,0,0,1,0
SOLD,1495000,2.0,2.0,1652.0,6752.0,1940.0,Austin,78703,30.300755,-97.753568,0.0,32.0,,sold,2.0,1.0,86.0,1.0,4.0,826.0,14.217637433703022,7.410347097821024,0,0,0,1,0
SOLD,749000,2.0,2.0,1410.0,1616.0,1981.0,Austin,78703,30.273796,-97.761742,812.0,98.0,,sold,,1.0,45.0,1.0,4.0,705.0,13.52649559761195,7.252053951852814,0,0,0,0,0
SOLD,1249000,3.0,3.0,2494.0,2670.0,1983.0,Austin,78703,30.280846,-97.757241,1255.0,107.0,,sold,1.0,1.0,43.0,1.0,6.0,831.3333333333334,14.037854589747907,7.822044008185619,0,0,0,0,0
SOLD,3250000,4.0,4.0,3267.0,7841.0,2022.0,Austin,78703,30.284685,-97.759303,0.0,125.0,,sold,2.0,2.0,4.0,1.0,8.0,816.75,14.99416586199818,8.091933455979893,0,0,0,1,0
SOLD,2495000,4.0,3.0,2487.0,8368.0,1942.0,Austin,78703,30.30083,-97.753723,0.0,110.0,,sold,,2.0,84.0,0.75,7.0,621.75,14.72979968796928,7.81923445385907,0,0,0,1,0
SOLD,1275000,3.0,3.0,1721.0,5881.0,1937.0,Austin,78703,30.287053,-97.76154,0.0,58.0,,sold,,1.0,89.0,1.0,6.0,573.6666666666666,14.058457520888082,7.451241684987676,0,0,0,1,0
SOLD,8500000,4.0,5.0,3724.0,15351.0,1968.0,Austin,78703,30.310476,-97.770793,0.0,304.0,,sold,2.0,2.0,58.0,1.25,9.0,931.0,15.955576839107596,8.22282213081366,0,0,0,1,0
SOLD,945000,3.0,3.0,2186.0,3716.0,2007.0,Austin,78703,30.310384,-97.767529,250.0,42.0,,sold,1.0,2.0,19.0,1.0,6.0,728.6666666666666,13.758941264676379,7.690286020676768,0,0,0,0,0
SOLD,649000,2.0,1.0,1520.0,1925.0,1971.0,Austin,78703,30.294588,-97.780024,475.0,102.0,,sold,,2.0,55.0,0.5,3.0,760.0,13.38318953651709,7.327123292259293,0,0,0,0,0
SOLD,809900,4.0,4.0,2481.0,9879.0,1942.0,Austin,78703,30.30111,-97.757474,0.0,235.0,,sold,,1.0,84.0,1.0,8.0,620.25,13.604667296956654,7.8168199657645525,0,0,0,1,0
SOLD,895000,2.0,2.0,1506.0,392.0,2003.0,Austin,78703,30.269664,-97.751262,1581.0,125.0,,sold,2.0,1.0,23.0,1.0,4.0,753.0,13.704580114574805,7.317876198626496,0,0,0,0,0
SOLD,2499900,5.0,3.0,3964.0,12750.0,1940.0,Austin,78703,30.30423,-97.755505,0.0,77.0,,sold,,2.0,86.0,0.6,8.0,792.8,14.731761689054329,8.285261134068948,0,0,0,1,0
SOLD,625000,3.0,2.0,1439.0,3454.0,1958.0,Austin,78703,30.289022,-97.768076,250.0,29.0,,sold,,2.0,68.0,0.6666666666666666,5.0,479.6666666666667,13.345508528717259,7.272398392570047,0,0,0,0,0
SOLD,1375000,3.0,2.0,1710.0,6669.0,1929.0,Austin,78703,30.281306,-97.757355,0.0,35.0,,sold,,2.0,97.0,0.6666666666666666,5.0,570.0,14.13396501635527,7.444833273892193,0,0,0,1,0
SOLD,2500000,3.0,3.0,3536.0,14941.0,1957.0,Austin,78703,30.286684,-97.769425,0.0,29.0,,sold,1.0,2.0,69.0,1.0,6.0,1178.6666666666667,14.731801689838349,8.17103418920548,0,0,0,1,0
SOLD,1275000,4.0,4.0,2658.0,11439.0,1951.0,Austin,78703,30.303023,-97.763284,0.0,265.0,,sold,2.0,1.0,75.0,1.0,8.0,664.5,14.058457520888082,7.88570539124302,0,0,0,1,0
SOLD,1995000,5.0,3.0,3904.0,10629.0,2010.0,Austin,78703,30.301446,-97.76163,0.0,102.0,,sold,2.0,2.0,16.0,0.6,8.0,780.8,14.506155109559108,8.270013062273787,0,0,0,1,0
SOLD,3500000,4.0,4.0,4892.0,11099.0,1942.0,Austin,78703,30.297102,-97.755783,0.0,208.0,,sold,2.0,2.0,84.0,1.0,8.0,1223.0,15.068273812173887,8.495560891289124,0,0,0,1,0
SOLD,824995,2.0,2.0,1366.0,1995.0,2015.0,Austin,78703,30.280165,-97.757646,265.0,61.0,,sold,2.0,2.0,11.0,1.0,4.0,683.0,13.623133816820216,7.220373836723949,0,0,0,0,1
SOLD,745000,2.0,1.0,1008.0,3690.0,1928.0,Austin,78703,30.277553,-97.761134,0.0,90.0,,sold,,1.0,98.0,0.5,3.0,504.0,13.521140839642674,6.9167150203536085,0,0,0,1,0
SOLD,2469000,4.0,3.0,3221.0,6926.0,2024.0,Austin,78703,30.293381,-97.76724,0.0,77.0,,sold,2.0,2.0,2.0,0.75,7.0,805.25,14.719324173349511,8.07775756373692,0,0,0,1,0
SOLD,1300000,3.0,2.0,1732.0,6377.0,1987.0,Austin,78703,30.296373,-97.776806,0.0,36.0,,sold,2.0,2.0,39.0,0.6666666666666666,5.0,577.3333333333334,14.077875591662238,7.457609289715606,0,0,0,1,0
SOLD,1895000,3.0,2.0,2034.0,9714.0,2012.0,Austin,78703,30.297052,-97.781918,0.0,195.0,,sold,,1.0,14.0,0.6666666666666666,5.0,678.0,14.45472992420301,7.618251097876695,0,0,0,1,0
SOLD,1895000,4.0,3.0,2554.0,11970.0,1946.0,Austin,78703,30.294277,-97.762362,0.0,11.0,,sold,2.0,1.0,80.0,0.75,7.0,638.5,14.45472992420301,7.845807502637805,0,0,0,1,0
SOLD,1250000,3.0,2.0,2097.0,7275.0,1940.0,Austin,78703,30.302074,-97.751218,0.0,55.0,,sold,,1.0,86.0,0.6666666666666666,5.0,699.0,14.038654909278163,7.6487397889562425,0,0,0,1,0
SOLD,1650000,4.0,3.0,2674.0,7388.0,1939.0,Austin,78703,30.29365,-97.766081,0.0,19.0,,sold,2.0,2.0,87.0,0.75,7.0,668.5,14.316286451937186,7.891704659330107,0,0,0,1,0
SOLD,1590000,3.0,2.0,2522.0,8551.0,1945.0,Austin,78703,30.307199,-97.752643,0.0,91.0,,sold,,2.0,81.0,0.6666666666666666,5.0,840.6666666666666,14.279245203127035,7.833203948641057,0,0,0,1,0
SOLD,1149000,3.0,3.0,1704.0,174.0,2009.0,Austin,78703,30.268788,-97.753925,1212.0,74.0,,sold,2.0,1.0,17.0,1.0,6.0,568.0,13.954403427152533,7.4413203897176174,0,0,0,0,0
SOLD,1250000,3.0,2.0,1930.0,8250.0,1939.0,Austin,78703,30.298697,-97.75687,0.0,40.0,,sold,2.0,1.0,87.0,0.6666666666666666,5.0,643.3333333333334,14.038654909278163,7.565793282428515,0,0,0,1,0
SOLD,875000,2.0,2.0,1061.0,105.0,2007.0,Austin,78703,30.268788,-97.753925,888.0,41.0,,sold,2.0,1.0,19.0,1.0,4.0,530.5,13.681980308196241,6.967909201801884,0,0,0,0,0
SOLD,9750000,4.0,4.0,4941.0,24224.0,2025.0,Austin,78703,30.304034,-97.772942,0.0,,,sold,,2.0,1.0,1.0,8.0,1235.25,16.092777945538128,8.505525386548555,0,0,0,1,0
SOLD,2750000,3.0,3.0,3009.0,871.0,2001.0,Austin,78703,30.273473,-97.752366,2493.0,,,sold,4.0,1.0,25.0,1.0,6.0,1003.0,14.827111833279051,8.009695357742922,0,0,0,0,0
SOLD,1750000,3.0,2.0,2838.0,6098.0,2013.0,Austin,78703,30.300349,-97.760221,0.0,30.0,,sold,,2.0,13.0,0.6666666666666666,5.0,946.0,14.375126917328105,7.951207156472972,0,0,0,1,0
SOLD,1295000,3.0,3.0,1704.0,170.0,2007.0,Austin,78703,30.268788,-97.753925,1207.0,34.0,,sold,2.0,1.0,19.0,1.0,6.0,568.0,14.07402202531625,7.4413203897176174,0,0,0,0,0
SOLD,1800000,4.0,4.0,3611.0,8276.0,1975.0,Austin,78703,30.296485,-97.77951,0.0,28.0,,sold,1.0,2.0,51.0,1.0,8.0,902.75,14.403297778421795,8.192016914536875,0,0,0,1,0
SOLD,2975000,5.0,3.0,3843.0,11225.0,2013.0,Austin,78703,30.303097,-97.757176,0.0,39.0,,sold,2.0,1.0,13.0,0.6,8.0,768.6,14.905754933096265,8.254268770090183,0,0,0,1,0
SOLD,2500000,4.0,3.0,4316.0,9757.0,2007.0,Austin,78703,30.301795,-97.764626,0.0,74.0,,sold,2.0,2.0,19.0,0.75,7.0,1079.0,14.731801689838349,8.370315995555478,0,0,0,1,0
SOLD,1395000,5.0,,3030.0,7836.0,1947.0,Austin,78703,30.279713,-97.758514,0.0,37.0,,sold,,2.0,79.0,,,606.0,14.148405690083225,8.016647877057803,0,0,0,1,0
SOLD,1395000,4.0,4.0,3030.0,7836.0,1947.0,Austin,78703,30.279713,-97.758514,0.0,38.0,,sold,,2.0,79.0,1.0,8.0,757.5,14.148405690083225,8.016647877057803,0,0,1,0,0
SOLD,810000,2.0,2.0,983.0,100.0,2007.0,Austin,78703,30.268788,-97.753925,800.0,39.0,,sold,2.0,1.0,19.0,1.0,4.0,491.5,13.60479076121576,6.891625897052253,0,0,0,0,0
SOLD,2390000,3.0,3.0,2898.0,9583.0,1893.0,Austin,78703,30.275575,-97.755579,0.0,61.0,,sold,,2.0,133.0,1.0,6.0,966.0,14.686804342317648,7.972121128921655,0,0,0,1,0
SOLD,2250000,5.0,5.0,3508.0,6573.0,2004.0,Austin,78703,30.278235,-97.75573,0.0,31.0,,sold,,2.0,22.0,1.0,10.0,701.6,14.626441218624949,8.163086375583216,0,0,0,1,0
SOLD,1000000,5.0,5.0,2647.0,9879.0,1959.0,Austin,78703,30.283922,-97.759598,0.0,332.0,,sold,,1.0,67.0,1.0,10.0,529.4,13.815511557963774,7.881559917056899,0,0,0,1,0
SOLD,279000,2.0,1.0,647.0,1568.0,1960.0,Austin,78703,30.288912,-97.772635,365.0,38.0,,sold,,1.0,66.0,0.5,3.0,323.5,12.53897064502647,6.473890696352274,0,0,0,0,0
SOLD,1000000,5.0,4.0,2647.0,9879.0,1959.0,Austin,78703,30.28392,-97.759667,0.0,332.0,,sold,,1.0,67.0,0.8,9.0,529.4,13.815511557963774,7.881559917056899,0,0,1,0,0
SOLD,3250000,4.0,4.0,3857.0,10058.0,2025.0,Austin,78703,30.282225,-97.770023,0.0,43.0,,sold,2.0,2.0,1.0,1.0,8.0,964.25,14.99416586199818,8.257904193465674,0,0,0,1,0
SOLD,1295000,3.0,2.0,1887.0,11970.0,1951.0,Austin,78703,30.302118,-97.761366,0.0,125.0,,sold,2.0,1.0,75.0,0.6666666666666666,5.0,629.0,14.07402202531625,7.543273346705446,0,0,0,1,0
SOLD,4200000,4.0,5.0,5491.0,16322.0,1956.0,Austin,78703,30.29479,-97.751856,0.0,53.0,,sold,2.0,3.0,70.0,1.25,9.0,1372.75,15.250595321348806,8.61104776688786,0,0,0,1,0
SOLD,2249000,5.0,5.0,4524.0,4661.0,1968.0,Austin,78703,30.308568,-97.753429,0.0,400.0,,sold,2.0,3.0,58.0,1.0,10.0,904.8,14.625996675583417,8.417372856134026,0,0,0,1,0
SOLD,2895000,4.0,3.0,3912.0,9993.0,1950.0,Austin,78703,30.278227,-97.757784,0.0,31.0,,sold,2.0,2.0,76.0,0.75,7.0,978.0,14.878496014412317,8.272059622210412,0,0,0,1,0
SOLD,1195000,2.0,2.0,2085.0,9322.0,2006.0,Austin,78703,30.282945,-97.770769,,247.0,,sold,2.0,2.0,20.0,1.0,4.0,1042.5,13.993657580167481,7.643003635560718,0,0,0,1,0
SOLD,998888,4.0,2.0,1780.0,7645.0,1947.0,Austin,78703,30.293838,-97.778284,0.0,29.0,,sold,2.0,1.0,79.0,0.5,6.0,445.0,13.814398940346283,7.484930283289661,0,0,0,1,0
SOLD,1350000,3.0,2.0,2302.0,5902.0,1985.0,Austin,78703,30.299519,-97.753002,0.0,20.0,,sold,2.0,2.0,41.0,0.6666666666666666,5.0,767.3333333333334,14.115615891155079,7.741967899820685,0,0,0,1,0
SOLD,875000,3.0,3.0,2231.0,3027.0,2008.0,Austin,78703,30.288537,-97.772907,425.0,22.0,,sold,2.0,3.0,18.0,1.0,6.0,743.6666666666666,13.681980308196241,7.710653323501202,0,0,0,0,0
SOLD,759000,3.0,2.0,1470.0,1686.0,1981.0,Austin,78703,30.273796,-97.761742,869.0,84.0,,sold,,1.0,45.0,0.6666666666666666,5.0,490.0,13.539758373899955,7.293697720601438,0,0,0,0,0
SOLD,1295000,3.0,2.0,2451.0,13660.0,1956.0,Austin,78703,30.300314,-97.749803,0.0,50.0,,sold,2.0,1.0,70.0,0.6666666666666666,5.0,817.0,14.07402202531625,7.804659297056102,0,0,0,1,0
SOLD,2400000,4.0,3.0,3189.0,9496.0,2016.0,Austin,78703,30.298705,-97.759361,0.0,46.0,,sold,2.0,2.0,10.0,0.75,7.0,797.25,14.690979711984754,8.06777619577889,0,0,0,1,0
SOLD,1449900,3.0,2.0,2000.0,7187.0,1939.0,Austin,78703,30.300767,-97.755634,0.0,34.0,,sold,,1.0,87.0,0.6666666666666666,5.0,666.6666666666666,14.187005836203785,7.601402334583733,0,0,0,1,0
SOLD,998000,3.0,2.0,1923.0,5001.0,1938.0,Austin,78703,30.278597,-97.766473,42.0,39.0,,sold,,1.0,88.0,0.6666666666666666,5.0,641.0,13.813509557297108,7.562161631225652,0,0,0,0,0
